Time,Community,Cases
42,Los Angeles - Faircrest Heights,0
42,Los Angeles - Figueroa Park Square,7
42,Los Angeles - Florence-Firestone,45
42,Los Angeles - Glassell Park,54
42,Los Angeles - Gramercy Place,10
42,Los Angeles - Granada Hills,44
42,Los Angeles - Green Meadows,14
42,Los Angeles - Hancock Park,46
42,Los Angeles - Harbor City,23
42,Los Angeles - Harbor Gateway,31
42,Los Angeles - Harbor Pines,0
42,Los Angeles - Harvard Heights,18
42,Los Angeles - Harvard Park,25
42,Los Angeles - Highland Park,31
42,Los Angeles - Historic Filipinotown,18
42,Los Angeles - Hollywood,114
42,Los Angeles - Hollywood Hills,46
42,Los Angeles - Hyde Park,15
42,Los Angeles - Jefferson Park,0
42,Los Angeles - Koreatown,50
42,Los Angeles - Lafayette Square,7
42,Los Angeles - Lake Balboa,32
42,Los Angeles - Lakeview Terrace,16
42,Los Angeles - Leimert Park,24
42,Los Angeles - Lincoln Heights,16
42,Los Angeles - Little Armenia,34
42,Los Angeles - Little Bangladesh,30
42,Los Angeles - Little Tokyo,0
42,Los Angeles - Longwood,0
42,Los Angeles - Los Feliz,21
42,Los Angeles - Manchester Square,0
42,Los Angeles - Mandeville Canyon,0
42,Los Angeles - Mar Vista,34
42,Los Angeles - Marina Peninsula,8
42,Los Angeles - Melrose,194
42,Los Angeles - Mid-city,24
42,Los Angeles - Miracle Mile,19
42,Los Angeles - Mission Hills,20
42,Los Angeles - Mt. Washington,13
42,Los Angeles - North Hills,41
42,Los Angeles - North Hollywood,119
42,Los Angeles - Northridge,41
42,Los Angeles - Pacific Palisades,31
42,Los Angeles - Pacoima,52
42,Los Angeles - Palisades Highlands,0
42,Los Angeles - Palms,67
42,Los Angeles - Panorama City,60
42,Los Angeles - Park La Brea,9
42,Los Angeles - Pico-Union,47
42,Los Angeles - Playa Del Rey,0
42,Los Angeles - Playa Vista,10
42,Los Angeles - Porter Ranch,28
42,Los Angeles - Rancho Park,8
42,Los Angeles - Regent Square,0
42,Los Angeles - Reseda,70
42,Los Angeles - Reseda Ranch,9
42,Los Angeles - Reynier Village,5
42,Los Angeles - San Pedro,43
42,Los Angeles - Shadow Hills,7
42,Los Angeles - Sherman Oaks,76
42,Los Angeles - Silverlake,74
42,Los Angeles - South Carthay,20
42,Los Angeles - South Park,39
42,Los Angeles - St Elmo Village,0
42,Los Angeles - Studio City,22
42,Los Angeles - Sun Valley,29
42,Los Angeles - Sunland,29
42,Los Angeles - Sycamore Square,0
42,Sylmar,97
42,Los Angeles - Tarzana,44
42,Los Angeles - Temple-Beaudry,53
42,Los Angeles - Thai Town,10
42,Los Angeles - Toluca Lake,7
42,Los Angeles - Toluca Terrace,0
42,Los Angeles - Toluca Woods,0
42,Los Angeles - Tujunga,15
42,Los Angeles - University Hills,0
42,Los Angeles - University Park,25
42,Los Angeles - Valley Glen,32
42,Los Angeles - Valley Village,34
42,Los Angeles - Van Nuys,77
42,Los Angeles - Venice,35
42,Los Angeles - Vermont Knolls,15
42,Los Angeles - Vermont Square,15
42,Los Angeles - Vermont Vista,23
42,Los Angeles - Vernon Central,39
42,Los Angeles - Victoria Park,17
42,Los Angeles - View Heights,0
42,Los Angeles - Watts,27
42,Los Angeles - Wellington Square,0
42,Los Angeles - West Adams,41
42,Los Angeles - West Hills,23
42,Los Angeles - West Los Angeles,34
42,Los Angeles - West Vernon,58
42,Los Angeles - Westchester,32
42,Los Angeles - Westlake,55
42,Los Angeles - Westwood,34
42,Los Angeles - Wholesale District,17
42,Los Angeles - Wilmington,32
42,Los Angeles - Wilshire Center,44
42,Los Angeles - Winnetka,44
42,Los Angeles - Woodland Hills,67
42,Unincorporated - Santa Monica Mountains,6
42,Acton,5
42,Canyon Country,14
42,Altadena,37
42,Duarte,5
42,Athens-Westmont,35
42,Willowbrook,27
42,Bassett,6
42,Azusa,0
42,Maywood,0
42,Monrovia,0
42,Castaic,8
42,Cerritos,0
42,Covina,19
42,Claremont,0
42,El Segundo,5
42,Playa Vista,6
42,San Dimas,0
42,La Mirada,0
42,Lancaster,5
42,East Los Angeles,86
42,Pasadena,6
42,South Whittier,29
42,Lawndale,0
42,El Monte,0
42,Florence-Firestone,75
42,Brentwood,0
42,Glendora,0
42,Hacienda Heights,28
42,Harbor Gateway,0
42,Hawthorne,18
42,Lake Los Angeles,0
42,La Canada Flintridge,10
42,Whittier,0
42,San Pedro,0
42,La Verne,0
42,Culver City,27
42,West Hills,0
42,Lakewood,0
42,Bellflower,0
42,Park La Brea,0
42,Stevenson Ranch,11
42,Palmdale,0
42,Lomita,0
42,South El Monte,7
42,Pomona,0
42,Carson,34
42,Rowland Heights,15
42,Avalon,0
42,Valinda,8
42,Santa Monica Mountains,390
42,Studio City,0
42,Walnut,0
42,West Los Angeles,0
42,West Whittier/Los Nietos,11
43,City of Agoura Hills,20
43,City of Alhambra,33
43,City of Arcadia,22
43,City of Artesia,5
43,City of Avalon,0
43,City of Azusa,20
43,City of Baldwin Park,25
43,City of Bell,37
43,City of Bell Gardens,28
43,City of Bellflower,50
43,City of Beverly Hills,74
43,City of Bradbury,0
43,City of Burbank,102
43,City of Calabasas,23
43,City of Carson,118
43,City of Cerritos,32
43,City of Claremont,12
43,City of Commerce,0
43,Compton,74
43,City of Covina,43
43,City of Cudahy,21
43,City of Culver City,31
43,City of Diamond Bar,20
43,City of Downey,101
43,City of Duarte,10
43,City of El Monte,28
43,City of El Segundo,11
43,City of Gardena,74
43,City of Glendale,248
43,City of Glendora,21
43,City of Hawaiian Gardens,0
43,City of Hawthorne,70
43,City of Hermosa Beach,17
43,City of Hidden Hills,0
43,City of Huntington Park,42
43,City of Industry,0
43,City of Inglewood,116
43,City of Irwindale,0
43,City of La Canada Flintridge,20
43,City of La Habra Heights,0
43,City of La Mirada,21
43,City of La Puente,20
43,City of La Verne,8
43,City of Lakewood,41
43,City of Lancaster,87
43,City of Lawndale,25
43,City of Lomita,21
43,City of Lynwood,68
43,City of Malibu,16
43,City of Manhattan Beach,54
43,City of Maywood,26
43,City of Monrovia,13
43,City of Montebello,53
43,City of Monterey Park,31
43,City of Norwalk,76
43,City of Palmdale,99
43,City of Palos Verdes Estates,35
43,City of Paramount,38
43,City of Pico Rivera,57
43,City of Pomona,48
43,City of Rancho Palos Verdes,39
43,City of Redondo Beach,84
43,City of Rolling Hills,0
43,City of Rolling Hills Estates,11
43,City of Rosemead,15
43,City of San Dimas,18
43,City of San Fernando,22
43,City of San Gabriel,13
43,City of San Marino,6
43,City of Santa Clarita,143
43,City of Santa Fe Springs,6
43,City of Santa Monica,92
43,City of Sierra Madre,0
43,City of Signal Hill,0
43,City of South El Monte,0
43,City of South Gate,96
43,City of South Pasadena,15
43,City of Temple City,12
43,City of Torrance,143
43,City of Vernon,0
43,City of Walnut,13
43,City of West Covina,39
43,City of West Hollywood,102
43,City of Westlake Village,6
43,City of Whittier,51
43,Los Angeles - Adams-Normandie,15
43,Los Angeles - Alsace,6
43,Los Angeles - Angeles National Forest,0
43,Los Angeles - Angelino Heights,0
43,Los Angeles - Arleta,24
43,Los Angeles - Atwater Village,8
43,Los Angeles - Baldwin Hills,31
43,Los Angeles - Bel Air,21
43,Los Angeles - Beverly Crest,26
43,Los Angeles - Beverlywood,20
43,Los Angeles - Boyle Heights,57
43,Los Angeles - Brentwood,53
43,Los Angeles - Brookside,0
43,Los Angeles - Cadillac-Corning,5
43,Los Angeles - Canoga Park,76
43,Los Angeles - Carthay,30
43,Los Angeles - Central,39
43,Los Angeles - Century City,27
43,Los Angeles - Century Palms/Cove,28
43,Los Angeles - Chatsworth,36
43,Los Angeles - Cheviot Hills,11
43,Los Angeles - Chinatown,0
43,Los Angeles - Cloverdale/Cochran,11
43,Los Angeles - Country Club Park,23
43,Los Angeles - Crenshaw District,16
43,Los Angeles - Crestview,42
43,Los Angeles - Del Rey,32
43,Los Angeles - Downtown,27
43,Los Angeles - Eagle Rock,35
43,Los Angeles - East Hollywood,45
43,Los Angeles - Echo Park,9
43,Los Angeles - El Sereno,35
43,Los Angeles - Elysian Park,5
43,Los Angeles - Elysian Valley,8
43,Los Angeles - Encino,51
43,Los Angeles - Exposition,0
43,Los Angeles - Exposition Park,47
43,Los Angeles - Faircrest Heights,0
43,Los Angeles - Figueroa Park Square,7
43,Los Angeles - Florence-Firestone,45
43,Los Angeles - Glassell Park,56
43,Los Angeles - Gramercy Place,10
43,Los Angeles - Granada Hills,46
43,Los Angeles - Green Meadows,14
43,Los Angeles - Hancock Park,46
43,Los Angeles - Harbor City,24
43,Los Angeles - Harbor Gateway,32
43,Los Angeles - Harbor Pines,0
43,Los Angeles - Harvard Heights,21
43,Los Angeles - Harvard Park,25
43,Los Angeles - Highland Park,32
43,Los Angeles - Historic Filipinotown,19
43,Los Angeles - Hollywood,115
43,Los Angeles - Hollywood Hills,46
43,Los Angeles - Hyde Park,15
43,Los Angeles - Jefferson Park,0
43,Los Angeles - Koreatown,49
43,Los Angeles - Lafayette Square,7
43,Los Angeles - Lake Balboa,33
43,Los Angeles - Lakeview Terrace,16
43,Los Angeles - Leimert Park,24
43,Los Angeles - Lincoln Heights,18
43,Los Angeles - Little Armenia,35
43,Los Angeles - Little Bangladesh,31
43,Los Angeles - Little Tokyo,0
43,Los Angeles - Longwood,0
43,Los Angeles - Los Feliz,21
43,Los Angeles - Manchester Square,0
43,Los Angeles - Mandeville Canyon,0
43,Los Angeles - Mar Vista,34
43,Los Angeles - Marina Peninsula,8
43,Los Angeles - Melrose,199
43,Los Angeles - Mid-city,24
43,Los Angeles - Miracle Mile,20
43,Los Angeles - Mission Hills,21
43,Los Angeles - Mt. Washington,13
43,Los Angeles - North Hills,45
43,Los Angeles - North Hollywood,121
43,Los Angeles - Northridge,46
43,Los Angeles - Pacific Palisades,32
43,Los Angeles - Pacoima,54
43,Los Angeles - Palisades Highlands,0
43,Los Angeles - Palms,67
43,Los Angeles - Panorama City,65
43,Los Angeles - Park La Brea,9
43,Los Angeles - Pico-Union,49
43,Los Angeles - Playa Del Rey,0
43,Los Angeles - Playa Vista,10
43,Los Angeles - Porter Ranch,28
43,Los Angeles - Rancho Park,8
43,Los Angeles - Regent Square,0
43,Los Angeles - Reseda,73
43,Los Angeles - Reseda Ranch,9
43,Los Angeles - Reynier Village,5
43,Los Angeles - San Pedro,45
43,Los Angeles - Shadow Hills,7
43,Los Angeles - Sherman Oaks,79
43,Los Angeles - Silverlake,76
43,Los Angeles - South Carthay,20
43,Los Angeles - South Park,39
43,Los Angeles - St Elmo Village,0
43,Los Angeles - Studio City,21
43,Los Angeles - Sun Valley,32
43,Los Angeles - Sunland,31
43,Los Angeles - Sycamore Square,0
43,Sylmar,105
43,Los Angeles - Tarzana,44
43,Los Angeles - Temple-Beaudry,53
43,Los Angeles - Thai Town,10
43,Los Angeles - Toluca Lake,7
43,Los Angeles - Toluca Terrace,0
43,Los Angeles - Toluca Woods,0
43,Los Angeles - Tujunga,15
43,Los Angeles - University Hills,0
43,Los Angeles - University Park,26
43,Los Angeles - Valley Glen,32
43,Los Angeles - Valley Village,35
43,Los Angeles - Van Nuys,80
43,Los Angeles - Venice,35
43,Los Angeles - Vermont Knolls,15
43,Los Angeles - Vermont Square,16
43,Los Angeles - Vermont Vista,24
43,Los Angeles - Vernon Central,40
43,Los Angeles - Victoria Park,17
43,Los Angeles - View Heights,0
43,Los Angeles - Watts,27
43,Los Angeles - Wellington Square,0
43,Los Angeles - West Adams,42
43,Los Angeles - West Hills,23
43,Los Angeles - West Los Angeles,34
43,Los Angeles - West Vernon,61
43,Los Angeles - Westchester,32
43,Los Angeles - Westlake,56
43,Los Angeles - Westwood,34
43,Los Angeles - Wholesale District,18
43,Los Angeles - Wilmington,33
43,Los Angeles - Wilshire Center,46
43,Los Angeles - Winnetka,44
43,Los Angeles - Woodland Hills,68
43,Unincorporated - Santa Monica Mountains,6
43,Acton,5
43,Canyon Country,14
43,Altadena,37
43,Duarte,5
43,Athens-Westmont,36
43,Willowbrook,27
43,Bassett,6
43,Azusa,0
43,Maywood,0
43,Monrovia,0
43,Castaic,9
43,Cerritos,0
43,Covina,19
43,Claremont,0
43,El Segundo,5
43,Playa Vista,6
43,San Dimas,0
43,La Mirada,0
43,Lancaster,5
43,East Los Angeles,91
43,Pasadena,6
43,South Whittier,29
43,Lawndale,0
43,El Monte,0
43,Florence-Firestone,78
43,Brentwood,0
43,Glendora,0
43,Hacienda Heights,30
43,Harbor Gateway,0
43,Hawthorne,18
43,Lake Los Angeles,0
43,La Canada Flintridge,10
43,Whittier,0
43,San Pedro,6
43,La Verne,0
43,Culver City,29
43,West Hills,0
43,Lakewood,0
43,Bellflower,0
43,Park La Brea,0
43,Stevenson Ranch,11
43,Palmdale,0
43,Lomita,0
43,South El Monte,7
43,Pomona,0
43,Carson,34
43,Rowland Heights,16
43,Avalon,0
43,Valinda,8
43,Santa Monica Mountains,390
43,Studio City,0
43,Walnut,0
43,West Los Angeles,0
43,West Whittier/Los Nietos,11
44,City of Agoura Hills,20
44,City of Alhambra,34
44,City of Arcadia,22
44,City of Artesia,5
44,City of Avalon,0
44,City of Azusa,20
44,City of Baldwin Park,28
44,City of Bell,41
44,City of Bell Gardens,33
44,City of Bellflower,50
44,City of Beverly Hills,74
44,City of Bradbury,0
44,City of Burbank,103
44,City of Calabasas,25
44,City of Carson,121
44,City of Cerritos,33
44,City of Claremont,12
44,City of Commerce,0
44,Compton,75
44,City of Covina,46
44,City of Cudahy,21
44,City of Culver City,32
44,City of Diamond Bar,20
44,City of Downey,102
44,City of Duarte,13
44,City of El Monte,28
44,City of El Segundo,11
44,City of Gardena,74
44,City of Glendale,255
44,City of Glendora,21
44,City of Hawaiian Gardens,0
44,City of Hawthorne,74
44,City of Hermosa Beach,17
44,City of Hidden Hills,0
44,City of Huntington Park,43
44,City of Industry,0
44,City of Inglewood,121
44,City of Irwindale,0
44,City of La Canada Flintridge,22
44,City of La Habra Heights,0
44,City of La Mirada,22
44,City of La Puente,19
44,City of La Verne,9
44,City of Lakewood,42
44,City of Lancaster,87
44,City of Lawndale,27
44,City of Lomita,22
44,City of Lynwood,73
44,City of Malibu,16
44,City of Manhattan Beach,54
44,City of Maywood,26
44,City of Monrovia,14
44,City of Montebello,53
44,City of Monterey Park,33
44,City of Norwalk,79
44,City of Palmdale,102
44,City of Palos Verdes Estates,36
44,City of Paramount,39
44,City of Pico Rivera,60
44,City of Pomona,49
44,City of Rancho Palos Verdes,42
44,City of Redondo Beach,85
44,City of Rolling Hills,0
44,City of Rolling Hills Estates,11
44,City of Rosemead,15
44,City of San Dimas,18
44,City of San Fernando,22
44,City of San Gabriel,14
44,City of San Marino,6
44,City of Santa Clarita,150
44,City of Santa Fe Springs,6
44,City of Santa Monica,92
44,City of Sierra Madre,0
44,City of Signal Hill,0
44,City of South El Monte,0
44,City of South Gate,98
44,City of South Pasadena,17
44,City of Temple City,12
44,City of Torrance,145
44,City of Vernon,0
44,City of Walnut,13
44,City of West Covina,40
44,City of West Hollywood,102
44,City of Westlake Village,6
44,City of Whittier,52
44,Los Angeles - Adams-Normandie,15
44,Los Angeles - Alsace,6
44,Los Angeles - Angeles National Forest,0
44,Los Angeles - Angelino Heights,0
44,Los Angeles - Arleta,26
44,Los Angeles - Atwater Village,9
44,Los Angeles - Baldwin Hills,33
44,Los Angeles - Bel Air,21
44,Los Angeles - Beverly Crest,26
44,Los Angeles - Beverlywood,20
44,Los Angeles - Boyle Heights,58
44,Los Angeles - Brentwood,54
44,Los Angeles - Brookside,0
44,Los Angeles - Cadillac-Corning,6
44,Los Angeles - Canoga Park,79
44,Los Angeles - Carthay,30
44,Los Angeles - Central,41
44,Los Angeles - Century City,27
44,Los Angeles - Century Palms/Cove,30
44,Los Angeles - Chatsworth,37
44,Los Angeles - Cheviot Hills,11
44,Los Angeles - Chinatown,0
44,Los Angeles - Cloverdale/Cochran,12
44,Los Angeles - Country Club Park,25
44,Los Angeles - Crenshaw District,17
44,Los Angeles - Crestview,43
44,Los Angeles - Del Rey,33
44,Los Angeles - Downtown,27
44,Los Angeles - Eagle Rock,36
44,Los Angeles - East Hollywood,48
44,Los Angeles - Echo Park,9
44,Los Angeles - El Sereno,37
44,Los Angeles - Elysian Park,5
44,Los Angeles - Elysian Valley,8
44,Los Angeles - Encino,52
44,Los Angeles - Exposition,0
44,Los Angeles - Exposition Park,49
44,Los Angeles - Faircrest Heights,0
44,Los Angeles - Figueroa Park Square,7
44,Los Angeles - Florence-Firestone,47
44,Los Angeles - Glassell Park,57
44,Los Angeles - Gramercy Place,10
44,Los Angeles - Granada Hills,47
44,Los Angeles - Green Meadows,14
44,Los Angeles - Hancock Park,47
44,Los Angeles - Harbor City,24
44,Los Angeles - Harbor Gateway,32
44,Los Angeles - Harbor Pines,0
44,Los Angeles - Harvard Heights,21
44,Los Angeles - Harvard Park,27
44,Los Angeles - Highland Park,35
44,Los Angeles - Historic Filipinotown,19
44,Los Angeles - Hollywood,117
44,Los Angeles - Hollywood Hills,46
44,Los Angeles - Hyde Park,16
44,Los Angeles - Jefferson Park,0
44,Los Angeles - Koreatown,49
44,Los Angeles - Lafayette Square,7
44,Los Angeles - Lake Balboa,34
44,Los Angeles - Lakeview Terrace,16
44,Los Angeles - Leimert Park,25
44,Los Angeles - Lincoln Heights,18
44,Los Angeles - Little Armenia,41
44,Los Angeles - Little Bangladesh,32
44,Los Angeles - Little Tokyo,0
44,Los Angeles - Longwood,0
44,Los Angeles - Los Feliz,21
44,Los Angeles - Manchester Square,0
44,Los Angeles - Mandeville Canyon,0
44,Los Angeles - Mar Vista,34
44,Los Angeles - Marina Peninsula,8
44,Los Angeles - Melrose,200
44,Los Angeles - Mid-city,24
44,Los Angeles - Miracle Mile,20
44,Los Angeles - Mission Hills,21
44,Los Angeles - Mt. Washington,13
44,Los Angeles - North Hills,48
44,Los Angeles - North Hollywood,127
44,Los Angeles - Northridge,48
44,Los Angeles - Pacific Palisades,32
44,Los Angeles - Pacoima,57
44,Los Angeles - Palisades Highlands,0
44,Los Angeles - Palms,69
44,Los Angeles - Panorama City,69
44,Los Angeles - Park La Brea,9
44,Los Angeles - Pico-Union,53
44,Los Angeles - Playa Del Rey,0
44,Los Angeles - Playa Vista,10
44,Los Angeles - Porter Ranch,28
44,Los Angeles - Rancho Park,8
44,Los Angeles - Regent Square,0
44,Los Angeles - Reseda,73
44,Los Angeles - Reseda Ranch,9
44,Los Angeles - Reynier Village,5
44,Los Angeles - San Pedro,50
44,Los Angeles - Shadow Hills,7
44,Los Angeles - Sherman Oaks,80
44,Los Angeles - Silverlake,78
44,Los Angeles - South Carthay,20
44,Los Angeles - South Park,41
44,Los Angeles - St Elmo Village,0
44,Los Angeles - Studio City,21
44,Los Angeles - Sun Valley,34
44,Los Angeles - Sunland,32
44,Los Angeles - Sycamore Square,0
44,Sylmar,107
44,Los Angeles - Tarzana,44
44,Los Angeles - Temple-Beaudry,54
44,Los Angeles - Thai Town,9
44,Los Angeles - Toluca Lake,7
44,Los Angeles - Toluca Terrace,0
44,Los Angeles - Toluca Woods,0
44,Los Angeles - Tujunga,15
44,Los Angeles - University Hills,0
44,Los Angeles - University Park,26
44,Los Angeles - Valley Glen,32
44,Los Angeles - Valley Village,36
44,Los Angeles - Van Nuys,86
44,Los Angeles - Venice,35
44,Los Angeles - Vermont Knolls,15
44,Los Angeles - Vermont Square,16
44,Los Angeles - Vermont Vista,27
44,Los Angeles - Vernon Central,41
44,Los Angeles - Victoria Park,17
44,Los Angeles - View Heights,0
44,Los Angeles - Watts,29
44,Los Angeles - Wellington Square,0
44,Los Angeles - West Adams,44
44,Los Angeles - West Hills,23
44,Los Angeles - West Los Angeles,34
44,Los Angeles - West Vernon,65
44,Los Angeles - Westchester,32
44,Los Angeles - Westlake,64
44,Los Angeles - Westwood,35
44,Los Angeles - Wholesale District,18
44,Los Angeles - Wilmington,33
44,Los Angeles - Wilshire Center,47
44,Los Angeles - Winnetka,49
44,Los Angeles - Woodland Hills,69
44,Unincorporated - Santa Monica Mountains,7
44,Acton,0
44,Canyon Country,14
44,Altadena,37
44,Duarte,5
44,Athens-Westmont,35
44,Willowbrook,27
44,Bassett,6
44,Azusa,0
44,Maywood,0
44,Monrovia,0
44,Castaic,9
44,Cerritos,0
44,Covina,21
44,Claremont,0
44,El Segundo,5
44,Playa Vista,6
44,San Dimas,0
44,La Mirada,0
44,Lancaster,8
44,East Los Angeles,95
44,Pasadena,6
44,South Whittier,28
44,Lawndale,0
44,El Monte,0
44,Florence-Firestone,80
44,Brentwood,0
44,Glendora,0
44,Hacienda Heights,30
44,Harbor Gateway,0
44,Hawthorne,18
44,Lake Los Angeles,0
44,La Canada Flintridge,10
44,Whittier,0
44,San Pedro,6
44,La Verne,0
44,Culver City,30
44,West Hills,0
44,Lakewood,0
44,Bellflower,0
44,Park La Brea,0
44,Stevenson Ranch,11
44,Palmdale,0
44,Lomita,0
44,South El Monte,7
44,Pomona,0
44,Carson,34
44,Rowland Heights,17
44,Avalon,0
44,Valinda,10
44,Santa Monica Mountains,455
44,Studio City,0
44,Walnut,0
44,West Los Angeles,0
44,West Whittier/Los Nietos,11
45,City of Agoura Hills,21
45,City of Alhambra,35
45,City of Arcadia,23
45,City of Artesia,5
45,City of Avalon,0
45,City of Azusa,21
45,City of Baldwin Park,31
45,City of Bell,56
45,City of Bell Gardens,35
45,City of Bellflower,52
45,City of Beverly Hills,76
45,City of Bradbury,0
45,City of Burbank,108
45,City of Calabasas,26
45,City of Carson,129
45,City of Cerritos,33
45,City of Claremont,13
45,City of Commerce,0
45,Compton,82
45,City of Covina,51
45,City of Cudahy,23
45,City of Culver City,34
45,City of Diamond Bar,22
45,City of Downey,106
45,City of Duarte,15
45,City of El Monte,30
45,City of El Segundo,11
45,City of Gardena,80
45,City of Glendale,269
45,City of Glendora,23
45,City of Hawaiian Gardens,0
45,City of Hawthorne,79
45,City of Hermosa Beach,17
45,City of Hidden Hills,0
45,City of Huntington Park,44
45,City of Industry,0
45,City of Inglewood,127
45,City of Irwindale,0
45,City of La Canada Flintridge,22
45,City of La Habra Heights,0
45,City of La Mirada,24
45,City of La Puente,20
45,City of La Verne,9
45,City of Lakewood,42
45,City of Lancaster,91
45,City of Lawndale,30
45,City of Lomita,23
45,City of Lynwood,79
45,City of Malibu,18
45,City of Manhattan Beach,55
45,City of Maywood,27
45,City of Monrovia,14
45,City of Montebello,60
45,City of Monterey Park,34
45,City of Norwalk,83
45,City of Palmdale,109
45,City of Palos Verdes Estates,36
45,City of Paramount,42
45,City of Pico Rivera,64
45,City of Pomona,56
45,City of Rancho Palos Verdes,44
45,City of Redondo Beach,84
45,City of Rolling Hills,0
45,City of Rolling Hills Estates,11
45,City of Rosemead,16
45,City of San Dimas,18
45,City of San Fernando,26
45,City of San Gabriel,14
45,City of San Marino,8
45,City of Santa Clarita,157
45,City of Santa Fe Springs,8
45,City of Santa Monica,96
45,City of Sierra Madre,0
45,City of Signal Hill,5
45,City of South El Monte,0
45,City of South Gate,104
45,City of South Pasadena,17
45,City of Temple City,13
45,City of Torrance,153
45,City of Vernon,0
45,City of Walnut,13
45,City of West Covina,46
45,City of West Hollywood,102
45,City of Westlake Village,6
45,City of Whittier,51
45,Los Angeles - Adams-Normandie,16
45,Los Angeles - Alsace,7
45,Los Angeles - Angeles National Forest,0
45,Los Angeles - Angelino Heights,0
45,Los Angeles - Arleta,29
45,Los Angeles - Atwater Village,9
45,Los Angeles - Baldwin Hills,34
45,Los Angeles - Bel Air,21
45,Los Angeles - Beverly Crest,26
45,Los Angeles - Beverlywood,21
45,Los Angeles - Boyle Heights,64
45,Los Angeles - Brentwood,55
45,Los Angeles - Brookside,0
45,Los Angeles - Cadillac-Corning,6
45,Los Angeles - Canoga Park,85
45,Los Angeles - Carthay,30
45,Los Angeles - Central,44
45,Los Angeles - Century City,27
45,Los Angeles - Century Palms/Cove,31
45,Los Angeles - Chatsworth,37
45,Los Angeles - Cheviot Hills,12
45,Los Angeles - Chinatown,0
45,Los Angeles - Cloverdale/Cochran,13
45,Los Angeles - Country Club Park,25
45,Los Angeles - Crenshaw District,20
45,Los Angeles - Crestview,43
45,Los Angeles - Del Rey,36
45,Los Angeles - Downtown,27
45,Los Angeles - Eagle Rock,44
45,Los Angeles - East Hollywood,52
45,Los Angeles - Echo Park,9
45,Los Angeles - El Sereno,40
45,Los Angeles - Elysian Park,5
45,Los Angeles - Elysian Valley,9
45,Los Angeles - Encino,53
45,Los Angeles - Exposition,0
45,Los Angeles - Exposition Park,52
45,Los Angeles - Faircrest Heights,0
45,Los Angeles - Figueroa Park Square,7
45,Los Angeles - Florence-Firestone,51
45,Los Angeles - Glassell Park,63
45,Los Angeles - Gramercy Place,10
45,Los Angeles - Granada Hills,49
45,Los Angeles - Green Meadows,16
45,Los Angeles - Hancock Park,50
45,Los Angeles - Harbor City,24
45,Los Angeles - Harbor Gateway,32
45,Los Angeles - Harbor Pines,0
45,Los Angeles - Harvard Heights,20
45,Los Angeles - Harvard Park,28
45,Los Angeles - Highland Park,39
45,Los Angeles - Historic Filipinotown,23
45,Los Angeles - Hollywood,121
45,Los Angeles - Hollywood Hills,46
45,Los Angeles - Hyde Park,17
45,Los Angeles - Jefferson Park,0
45,Los Angeles - Koreatown,55
45,Los Angeles - Lafayette Square,7
45,Los Angeles - Lake Balboa,38
45,Los Angeles - Lakeview Terrace,17
45,Los Angeles - Leimert Park,25
45,Los Angeles - Lincoln Heights,19
45,Los Angeles - Little Armenia,44
45,Los Angeles - Little Bangladesh,36
45,Los Angeles - Little Tokyo,0
45,Los Angeles - Longwood,0
45,Los Angeles - Los Feliz,21
45,Los Angeles - Manchester Square,0
45,Los Angeles - Mandeville Canyon,0
45,Los Angeles - Mar Vista,34
45,Los Angeles - Marina Peninsula,8
45,Los Angeles - Melrose,210
45,Los Angeles - Mid-city,24
45,Los Angeles - Miracle Mile,20
45,Los Angeles - Mission Hills,24
45,Los Angeles - Mt. Washington,15
45,Los Angeles - North Hills,51
45,Los Angeles - North Hollywood,138
45,Los Angeles - Northridge,51
45,Los Angeles - Pacific Palisades,32
45,Los Angeles - Pacoima,59
45,Los Angeles - Palisades Highlands,0
45,Los Angeles - Palms,69
45,Los Angeles - Panorama City,75
45,Los Angeles - Park La Brea,9
45,Los Angeles - Pico-Union,58
45,Los Angeles - Playa Del Rey,0
45,Los Angeles - Playa Vista,10
45,Los Angeles - Porter Ranch,31
45,Los Angeles - Rancho Park,8
45,Los Angeles - Regent Square,0
45,Los Angeles - Reseda,82
45,Los Angeles - Reseda Ranch,9
45,Los Angeles - Reynier Village,5
45,Los Angeles - San Pedro,50
45,Los Angeles - Shadow Hills,7
45,Los Angeles - Sherman Oaks,81
45,Los Angeles - Silverlake,81
45,Los Angeles - South Carthay,20
45,Los Angeles - South Park,44
45,Los Angeles - St Elmo Village,0
45,Los Angeles - Studio City,22
45,Los Angeles - Sun Valley,39
45,Los Angeles - Sunland,32
45,Los Angeles - Sycamore Square,0
45,Sylmar,114
45,Los Angeles - Tarzana,45
45,Los Angeles - Temple-Beaudry,57
45,Los Angeles - Thai Town,9
45,Los Angeles - Toluca Lake,7
45,Los Angeles - Toluca Terrace,0
45,Los Angeles - Toluca Woods,0
45,Los Angeles - Tujunga,21
45,Los Angeles - University Hills,0
45,Los Angeles - University Park,27
45,Los Angeles - Valley Glen,34
45,Los Angeles - Valley Village,38
45,Los Angeles - Van Nuys,92
45,Los Angeles - Venice,34
45,Los Angeles - Vermont Knolls,18
45,Los Angeles - Vermont Square,17
45,Los Angeles - Vermont Vista,27
45,Los Angeles - Vernon Central,44
45,Los Angeles - Victoria Park,18
45,Los Angeles - View Heights,5
45,Los Angeles - Watts,29
45,Los Angeles - Wellington Square,0
